,incident_date,state,city_or_county,address,killed,injured
2216,March 30 2020,Pennsylvania,Philadelphia,2000 block of W Harold St,0,5.0
2217,March 29 2020,Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4.0
2219,March 23 2020,Texas,San Antonio,6700 block of Hickory Springs Dr,0,4.0
2220,March 22 2020,South Carolina,Hanahan,Edinburgh Drive,0,4.0
2221,March 20 2020,Virginia,Norfolk,800 block of Lincoln St,0,4.0
2222,March 20 2020,Missouri,Saint Louis,1923 Prairie Ave,0,4.0
2225,March 15 2020,North Carolina,Moncure,842 Moncure Flatwood Rd,7,0.0
2226,March 15 2020,Missouri,Springfield,3264 E Battlefield Rd,5,2.0
2228,March 14 2020,New Mexico,Albuquerque,620 block of Arno SE,1,3.0
2231,March 10 2020,Pennsylvania,Chester,200 block of Broomall Street,2,2.0
2233,March 8 2020,Illinois,South Holland,I 94 and E 162nd St,0,4.0
2234,March 8 2020,California,Ceres,3600 block of Spruce Ave,1,3.0
2236,March 7 2020,New Mexico,Albuquerque,1700 block of Rayo Del Sol Dr SW,0,4.0
2239,March 4 2020,California,Tulare,111 W Tulare Ave,1,5.0
2241,February 29 2020,Colorado,Brighton,Starr Ln and County Rd 2,0,5.0
2242,February 26 2020,Wisconsin,Milwaukee,3939 W Highland Blvd,6,0.0
2243,February 25 2020,Illinois,Chicago,1238 E 79th St,1,4.0
2246,February 20 2020,Idaho,Caldwell,4321 S 10th Ave,2,3.0
2249,February 16 2020,Connecticut,Hartford,451 Franklin Ave,1,5.0
2251,February 15 2020,Louisiana,New Orleans,Dryades St and 2nd St,0,4.0
2255,February 8 2020,Texas,Houston,1000 block of Calvin St,1,3.0
2256,February 5 2020,Indiana,Indianapolis,4100 block of Shady Oak Dr,4,0.0
2257,February 3 2020,Maine,Machias,323 Kennebec Rd,3,1.0
2260,January 31 2020,California,Delano,Hiett Ave and County Line Rd,1,4.0
2261,January 31 2020,Louisiana,Shreveport,2000 Grimmett Dr,0,4.0
2262,January 31 2020,Florida,Boynton Beach,200 block of NE 1st Ct,1,3.0
2263,January 30 2020,California,Merced,100 block of W 18th St,0,4.0
2265,January 26 2020,Missouri,Cape Girardeau,631 S Sprigg St,0,5.0
2266,January 26 2020,New York,Newburgh,1571 NY-300,3,1.0
2269,January 24 2020,North Carolina,Vanceboro,107 Kinshaw Ct,5,0.0
2270,January 22 2020,Washington,Seattle,1530 3rd Ave,1,7.0
2271,January 19 2020,Missouri,Kansas City,4802 Noland Rd,2,15.0
2272,January 19 2020,Tennessee,Memphis,6761 Winchester Rd,1,4.0
2274,January 18 2020,Texas,South Houston,700 block of Virginia St,2,2.0
2279,January 5 2020,Georgia,Atlanta,1008 Brady Ave NW,0,4.0
2280,January 4 2020,Florida,Ocala,800 block of NW 6th Ter,1,3.0
2282,January 1 2020,Ohio,Cleveland,1437 St Clair Ave NE,0,4.0
2286,December 29 2019,New York,Buffalo,50 block of Henrietta Ave,1,3.0
2289,December 27 2019,Georgia,Kennesaw,1575 Ridenour Pkwy NW,0,4.0
2290,December 27 2019,Texas,Houston,500 block of Smart St,2,7.0
2291,December 26 2019,Florida,Saint Petersburg,4300 6th St S,0,5.0
2292,December 25 2019,California,Oakland,2100 block of 34th Ave,0,4.0
2293,December 25 2019,Iowa,Coralville,954 Boston Way,1,3.0
2294,December 25 2019,Virginia,Richmond,1800 E Main St,1,3.0
2295,December 24 2019,Louisiana,New Orleans,6400 block of General Meyer Ave,0,4.0
2296,December 24 2019,Illinois,Joliet,1200 block of Cutter Ave,0,5.0
2297,December 24 2019,North Carolina,High Point,1226 Montlieu Ave,0,6.0
2301,December 21 2019,Louisiana,Edgard,2555 LA-18,0,4.0
2305,December 17 2019,Montana,Great Falls,1701 10th Ave S,4,1.0
2307,December 14 2019,California,Ivanhoe,15700 block of Paradise Ave,0,4.0
2311,December 8 2019,Louisiana,New Orleans,3801 Washington Ave,1,4.0
2312,December 6 2019,Florida,Pensacola,280 Taylor Rd,4,8.0
2313,December 4 2019,Alabama,Montgomery,500 Eastdale Rd S,2,2.0
2314,December 1 2019,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3.0
2315,December 1 2019,Louisiana,New Orleans,2000 block of N Dorgenois St,2,2.0
2318,December 1 2019,Louisiana,New Orleans,700 block of Canal St,0,12.0
2320,November 29 2019,Texas,Amarillo,2650 Dumas Dr,0,7.0
2323,November 24 2019,Alabama,Birmingham,7 15th St W,1,4.0
2324,November 24 2019,California,Los Angeles,100 block of E 11th St,0,6.0
2325,November 24 2019,Louisiana,Cottonport,3846 LA-29,2,2.0
2327,November 23 2019,Louisiana,Tallulah,Depot St,1,6.0
2328,November 21 2019,California,Long Beach,1100 block of 10th St,0,5.0
2331,November 18 2019,New Jersey,Newark,139 S 8th St,1,4.0
2334,November 16 2019,California,San Diego,2152 Flintridge Dr,6,0.0
2336,November 11 2019,Florida,Belle Glade,SW 7th St,0,4.0
2338,November 10 2019,Tennessee,Memphis,2080 E. Brooks Rd,1,4.0
2341,November 9 2019,Georgia,Vidalia,Wiggins St,0,4.0
2343,November 7 2019,Georgia,Conyers,1800 block of Green St,2,3.0
2345,November 3 2019,Ohio,Toledo,600 block of Magnolia St,0,4.0
2349,November 1 2019,Arizona,Tolleson,2434 S 86th Ln,0,5.0
2352,October 30 2019,Pennsylvania,Philadelphia,5026 Walton Ave,4,0.0
2356,October 27 2019,Michigan,Detroit,East Outer Dr and Helen St,0,4.0
2358,October 26 2019,Texas,Greenville,2275 US-380,2,6.0
2359,October 24 2019,Oklahoma,Oklahoma City,1900 block of NW 12th St,2,2.0
2360,October 22 2019,Oklahoma,Oklahoma City (Midwest City),7020 E Green Ave,1,3.0
2361,October 21 2019,South Carolina,Sumter,29 Wesmark Blvd,0,4.0
2365,October 15 2019,Ohio,Columbus,1600 block of Manchester Ave,0,4.0
2366,October 13 2019,Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6.0
2369,October 12 2019,Illinois,Chicago,6733 W Irving Park Rd,5,0.0
2370,October 12 2019,Pennsylvania,Philadelphia,700 block of W Russell St,1,3.0
2371,October 12 2019,Maryland,Baltimore,800 block of W Lexington St,1,3.0
2372,October 12 2019,Michigan,Eastpointe,15163 E 10 Mile Rd,1,5.0
2373,October 10 2019,Florida,Tampa,5410 N Falkenburg Rd,2,2.0
2378,October 6 2019,Indiana,Evansville,1127 Chestnut St,0,5.0
2381,October 5 2019,Missouri,Saint Louis,10035 Crown Point Dr,0,5.0
2382,October 3 2019,North Carolina,Roxboro,700 South Foushee St,1,3.0
2383,October 3 2019,Missouri,Marshall,S Olson Ave,1,3.0
2386,September 29 2019,Wisconsin,Milwaukee,1500 block of N 29th St,0,4.0
2387,September 29 2019,Florida,Jacksonville,2200 block of Clemente Dr,0,4.0
2390,September 24 2019,Illinois,Chicago,2000 block of South Hoyne Ave,1,3.0
2392,September 22 2019,Missouri,Kansas City,2111 Television Plaza,0,5.0
2393,September 21 2019,Louisiana,New Orleans,Poland Ave and St. Claude Ave,0,4.0
2395,September 21 2019,Indiana,Indianapolis,101 W Maryland St,0,6.0
2399,September 18 2019,Illinois,Chicago,4200 block of W Madison St,3,1.0
2401,September 16 2019,Wyoming,Cheyenne,3436 E 11th St,2,2.0
2403,September 14 2019,California,Oakland,38th Ave and MacArthur Blvd,1,4.0
2405,September 12 2019,New Mexico,Albuquerque,1919 Ladera Dr NW,1,4.0
2406,September 12 2019,New Mexico,Albuquerque,1028 Lura Pl SW,4,2.0
2407,September 10 2019,Illinois,Chicago,2200 block of W Maypole Ave,0,4.0
2408,September 8 2019,South Carolina,Sumter,1083 Broad St,2,2.0
2409,September 8 2019,Louisiana,Alexandria,2900 block of Cypress St,1,3.0
2411,September 4 2019,Louisiana,Marrero,3044 Sorbonne Dr,2,2.0
2413,September 2 2019,North Carolina,Greensboro,5528 W Market St,2,2.0
2414,September 2 2019,Illinois,Chicago,6200 block of S King Dr,0,4.0
2416,September 1 2019,Connecticut,Hartford,80 Edgewood St,1,3.0
2417,September 1 2019,North Carolina,Rocky Mount,521 Country Club Road,0,4.0
2420,August 31 2019,North Carolina,Charlotte,10035 Dabney Dr,1,3.0
2422,August 31 2019,Texas,Odessa,8250 TX 191,8,23.0
2424,August 31 2019,Maryland,Baltimore,900 block of N Monroe St,0,4.0
2425,August 31 2019,Maryland,Frederick,600 block of N Market St,0,4.0
2428,August 30 2019,Alabama,Mobile,1621 Virginia St,0,6.0
2431,August 25 2019,Illinois,Chicago,8200 block of S Maryland Ave,1,3.0
2434,August 23 2019,Texas,Houston,4900 block of Southwind St,3,2.0
2435,August 23 2019,Georgia,Dublin,200 Riverview Park Dr,0,4.0
2436,August 23 2019,Missouri,Saint Louis,1122 Union Blvd,1,3.0
2439,August 20 2019,Georgia,Atlanta,111 James P Brawley Dr SW,0,4.0
2441,August 17 2019,Texas,Houston,12500 block of Mylla St,0,6.0
2442,August 15 2019,Alabama,Montgomery,847 N University Dr,2,3.0
2444,August 14 2019,Pennsylvania,Philadelphia,3716 N 15th St,0,6.0
2445,August 13 2019,Washington,Tacoma,E 38th St and E Roosevelt Ave,2,3.0
2448,August 10 2019,Virginia,Richmond,6346 Midlothian Turnpike,0,4.0
2450,August 9 2019,Illinois,Chicago,7300 block of S Artesian Ave,0,4.0
2452,August 5 2019,New York,Brooklyn,216 Buffalo Ave,0,4.0
2453,August 4 2019,Louisiana,Lake Charles,110 Pryce St,0,4.0
2455,August 4 2019,Tennessee,Memphis,443 E Shelby Dr,1,3.0
2457,August 4 2019,Ohio,Dayton,419 E 5th St,10,17.0
2458,August 3 2019,Texas,El Paso,7101 Gateway Blvd,23,23.0
2459,August 2 2019,Virginia,Suffolk,200 block of N Broad St,2,3.0
2460,July 30 2019,Ohio,Columbus,1280 E Long St,0,5.0
2461,July 28 2019,Pennsylvania,Philadelphia,2600 block of Carroll St,1,5.0
2462,July 28 2019,California,Gilroy,7050 Miller Ave,4,17.0
2465,July 28 2019,Illinois,Chicago,3938 W Roosevelt Rd,0,4.0
2466,July 27 2019,Kansas,Wichita,505 N Rock Rd,1,3.0
2469,July 25 2019,California,Canoga Park,21901 Roscoe Boulevard,4,2.0
2471,July 21 2019,District of Columbia,Washington,2300 block of 15th St NE,0,4.0
2475,July 18 2019,Illinois,Chicago,3427 W Fulton Blvd,1,3.0
2477,July 16 2019,Texas,San Antonio,6989 San Pedro Ave,0,4.0
2478,July 15 2019,Georgia,Atlanta,1572 Hardee St NE,0,4.0
2480,July 13 2019,Illinois,Chicago,7900 block of S Loomis Blvd,1,4.0
2481,July 13 2019,Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7.0
2487,July 7 2019,Illinois,Chicago,600 block of W 61st Pl,0,4.0
2488,July 7 2019,New Mexico,Albuquerque,211 Gold Ave SW,0,4.0
2491,July 5 2019,Massachusetts,Boston,Maple St,0,6.0
2492,July 5 2019,Nevada,Reno,600 block of Spokane St,1,5.0
2494,July 5 2019,New York,Brooklyn,Elton St and Belmont Ave,0,4.0
2497,July 4 2019,Illinois,Chicago,800 block of N Homan Ave,1,3.0
2502,June 30 2019,California,Oakland,3000 block of Brookdale Ave,0,4.0
2509,June 29 2019,Louisiana,Baton Rouge,7132 Florida Blvd,0,7.0
2513,June 28 2019,New Jersey,Jersey City,167 Armstrong Ave,0,4.0
2514,June 28 2019,Minnesota,Saint Paul,909 Desoto St,0,5.0
2515,June 27 2019,Georgia,Atlanta,600 block of Parkway Dr,0,7.0
2517,June 26 2019,Wisconsin,Milwaukee,2800 block of N 34th St,0,4.0
2518,June 23 2019,California,La Jolla,7500 block of Draper Ave,1,3.0
2519,June 23 2019,California,San Jose,568 Habbitts Court,5,0.0
2520,June 23 2019,Indiana,South Bend,1150 E Mishawaka Ave,1,10.0
2521,June 23 2019,Ohio,Columbus,1767 Genessee Ave,0,5.0
2522,June 23 2019,South Carolina,Abbeville,1108 Cambridge St,3,1.0
2523,June 22 2019,Virginia,Hampton,1st St and E Pembroke Ave,0,4.0
2524,June 22 2019,Pennsylvania,Philadelphia,2400 block of Moore St,0,4.0
2525,June 22 2019,Maryland,Baltimore,800 block of N Port St,1,4.0
2527,June 21 2019,Illinois,Chicago,6300 block of S King Dr,0,4.0
2530,June 20 2019,Pennsylvania,Allentown,343 Hamilton St,0,10.0
2535,June 16 2019,Kentucky,Louisville,Dixie Highway and Ormsby Ave,1,6.0
2537,June 15 2019,Louisiana,Shreveport,2500 block of Hollywood Ave,0,4.0
2539,June 11 2019,Colorado,Aurora,12500 block of E Kansas Pl,0,4.0
2540,June 11 2019,Georgia,Savannah,6900 Block of Damascus Rd,2,2.0
2543,June 9 2019,Tennessee,Henning,265 N Main St,1,3.0
2546,June 7 2019,Texas,Austin,8220 TX-71,0,5.0
2547,June 6 2019,Illinois,Chicago,2500 block of N Lake Shore Dr,1,3.0
2549,June 1 2019,South Carolina,Allendale,473 Main St S,0,5.0
2550,June 1 2019,Illinois,Chicago,300 block of East Chicago Ave,0,4.0
2553,June 1 2019,Georgia,Atlanta,12 Broad Street,0,5.0
2554,June 1 2019,Georgia,Macon,Suzanne Dr and Robinson Dr,2,4.0
2558,May 29 2019,Texas,Cleveland,26311 TX-321,3,2.0
2559,May 29 2019,Louisiana,Reserve,300 block of Homewood Place,1,3.0
2560,May 27 2019,Missouri,Saint Louis,5900 block of Goodfellow Blvd,2,2.0
2564,May 26 2019,Virginia,La Crosse,800 block of Alvis Road,0,5.0
2566,May 25 2019,New Jersey,Trenton,225 Brunswick Ave,0,9.0
2567,May 25 2019,Michigan,Detroit,3400 block of Devonshire,3,2.0
2574,May 19 2019,Oregon,Portland,226 SE Madison St,0,5.0
2575,May 18 2019,Mississippi,Cascilla,700 Leverette Ln,1,4.0
2578,May 18 2019,California,Long Beach,1616 West Pacific Coast Highway,1,4.0
2579,May 18 2019,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2.0
2581,May 18 2019,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4.0
2582,May 17 2019,California,Sacramento,7326 Stockton Blvd,1,3.0
2584,May 15 2019,Louisiana,Saint Rose,100 block of St. Rose Ave,0,4.0
2586,May 13 2019,Louisiana,New Orleans,2100 block of 4th St,0,4.0
2594,May 5 2019,California,Oceano,1001 Cabrillo Hwy,0,6.0
2595,May 4 2019,Missouri,Saint Louis,Union Blvd and Northland Ave,1,4.0
2597,May 4 2019,California,Stockton,5105 Holiday Dr,1,4.0
2599,May 3 2019,Texas,Dallas,5400 Cedar Springs Rd,1,3.0
2602,May 1 2019,Massachusetts,Boston,32 Windermere Rd,1,3.0
2603,April 30 2019,North Carolina,Charlotte,9214 South Library Ln,2,4.0
2604,April 28 2019,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7.0
2606,April 28 2019,Maryland,Baltimore,2544 Edmondson Ave,1,7.0
2609,April 27 2019,California,Poway,16934 Chabad Way,1,3.0
2610,April 27 2019,California,Los Angeles,700 N San Fernando Rd,0,6.0
2611,April 21 2019,Pennsylvania,Philadelphia,1500 block of South 31st St,0,4.0
2612,April 20 2019,Tennessee,Memphis,761 Chestnut Ave,0,6.0
2614,April 18 2019,Kentucky,Louisville,4000 block of Bells Ln,0,4.0
2615,April 16 2019,Maryland,Germantown,18700 block of Curry Powder Ln,1,3.0
2617,April 14 2019,California,Vallejo,100 block of Princeton Ave,1,3.0
2619,April 13 2019,California,Moreno Valley,23500 block of Alessandro Blvd,0,4.0
2623,April 11 2019,Arizona,Phoenix,7112 W Minnezona Ave,3,2.0
2629,April 6 2019,Florida,Tallahassee,500 block of Kissimmee St,0,4.0
2633,April 2 2019,Mississippi,Hermanville,13195 MS 18,0,4.0
2636,March 31 2019,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7.0
2639,March 25 2019,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5.0
2642,March 19 2019,Arizona,Phoenix,8526 N 27th Ave,2,4.0
2646,March 16 2019,New Jersey,Camden,619 Ferry Ave,1,3.0
2650,March 10 2019,Louisiana,Shreveport,2700 block of San Jacinto Ave,0,4.0
2655,February 28 2019,California,Oakland,9755 Edes Ave,1,3.0
2660,February 20 2019,Tennessee,Covington,529 N College St,0,4.0
2661,February 17 2019,Texas,Henderson,504 S Van Buren St,2,2.0
2664,February 16 2019,Mississippi,Clinton,1214 Foxhill Dr,5,0.0
2666,February 11 2019,Texas,Livingston,3628 FM 3126,5,0.0
2669,February 5 2019,Texas,San Antonio,538 Hot Wells Blvd,2,2.0
2670,February 4 2019,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5.0
2672,February 3 2019,Illinois,Chicago,938 E 75th St,2,5.0
2675,January 28 2019,Texas,Houston,7815 Harding St,2,5.0
2676,January 27 2019,Alabama,Birmingham,Avenue O and Warrior Rd,0,5.0
2678,January 26 2019,Louisiana,Gonzales,42350 Church Point Rd,5,0.0
2679,January 26 2019,Indiana,Indianapolis,2957 N Sherman Dr,0,5.0
2682,January 24 2019,Georgia,Rockmart,319 Williamson St,4,1.0
2683,January 23 2019,Florida,Sebring,1901 US 27 S,5,0.0
2685,January 19 2019,Pennsylvania,Lebanon,1140 Church St,0,4.0
2686,January 19 2019,South Carolina,Gaffney,1435 Wilcox Ave,1,4.0
2687,January 19 2019,Illinois,Chicago,4400 block of W Madison St,0,4.0
2689,January 19 2019,Texas,Houston,7041 Sherman St,3,2.0
2690,January 17 2019,Kentucky,Owensboro,940 Audubon Ave,3,1.0
2694,January 13 2019,Arizona,Phoenix,2445 E Van Buren St,1,5.0
2697,January 4 2019,California,Torrance,22501 Hawthorne Blvd,3,4.0
2698,January 3 2019,Arizona,Yuma,3800 block of E County 18½ St,1,3.0
2699,January 2 2019,Arkansas,Jonesboro,3516 Galaxy St,1,3.0
2700,January 1 2019,South Carolina,Columbia,1709 Decker Blvd,0,5.0
2701,January 1 2019,Florida,Tallahassee,2020 W Pensacola St,0,5.0
2709,December 15 2018,Florida,Miami,239 NW 16th St,0,5.0
2710,December 14 2018,Colorado,Colorado Springs,700 block of Geiger Ct,1,3.0
2711,December 13 2018,Pennsylvania,Philadelphia,4505 N Broad St,0,4.0
2712,December 11 2018,Louisiana,Natchitoches,Caspari St and University Pkwy,1,3.0
2718,November 25 2018,Alabama,Demopolis,Floyd St and Field St,2,2.0
2720,November 25 2018,Texas,Houston,4500 block of Yale St,1,3.0
2724,November 19 2018,Colorado,Denver,1200 21st Street,1,4.0
2728,November 14 2018,Louisiana,Baton Rouge,4896 Gus Young Ave,3,1.0
2735,November 2 2018,Florida,Tallahassee,1950 Thomasville Rd,3,4.0
2736,November 1 2018,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5.0
2738,October 31 2018,Michigan,Detroit,19000 block of Langholm St,1,3.0
2741,October 29 2018,California,Riverside,3252 Mission Inn Ave,0,7.0
2742,October 28 2018,Arkansas,El Dorado,2 Whites Quarters,2,2.0
2744,October 27 2018,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7.0
2745,October 26 2018,New Jersey,Jersey City,77 Brinkerhoff St,1,3.0
2746,October 24 2018,Illinois,Chicago,6200 block of S King Dr,0,5.0
2749,October 21 2018,Washington,Lakewood,8722 S Tacoma Way,1,3.0
2751,October 15 2018,Tennessee,Columbia,1075 Carters Creek Pike,5,0.0
2752,October 14 2018,Texas,Fort Worth,5310 E Rosedale St,0,4.0
2753,October 14 2018,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1.0
2755,October 13 2018,Texas,Taft,511 Wilburn St,4,1.0
2756,October 13 2018,Missouri,Saint Louis,400 block of Midlothian Road,0,4.0
2759,October 8 2018,Alabama,Birmingham,Joppa Ave,0,4.0
2761,October 6 2018,Texas,Houston,6802 Cullen Blvd,1,3.0
2762,October 6 2018,California,Oakland,Williams St and Telegraph Ave,0,6.0
2767,October 1 2018,Illinois,Chicago,500 block of S Michigan Ave,2,2.0
2768,September 30 2018,California,Compton,1300 E Palmer St,1,3.0
2770,September 28 2018,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2.0
2771,September 24 2018,Tennessee,Memphis,1528 Ragan St,3,2.0
2772,September 23 2018,California,Bakersfield,2600 block of Chandler Court,1,4.0
2776,September 20 2018,Maryland,Aberdeen,1501 Perryman Rd,4,3.0
2777,September 20 2018,New York,Syracuse,1317 Midland Ave,0,5.0
2778,September 19 2018,Wisconsin,Middleton,1850 Deming Way,1,4.0
2779,September 19 2018,Pennsylvania,Masontown,1 E Church St,1,4.0
2780,September 19 2018,Illinois,Chicago,W Cermak Rd and S State St,0,4.0
2781,September 18 2018,Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4.0
2782,September 18 2018,Tennessee,Memphis,4622 Faronia Rd,0,4.0
2784,September 15 2018,Wisconsin,Milwaukee,820 S 21st St,0,4.0
2787,September 10 2018,Tennessee,Memphis,140 Lt George W Lee Ave,0,5.0
2792,September 6 2018,Ohio,Cincinnati,511 Walnut St,4,2.0
2796,September 2 2018,Alabama,Birmingham,500 23rd St S,0,7.0
2797,September 2 2018,Arkansas,Fort Smith,801 Garrison Ave,0,4.0
2798,September 2 2018,California,San Bernardino,1277 East Lynwood Drive,0,8.0
2799,September 2 2018,New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4.0
2800,September 1 2018,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3.0
2801,September 1 2018,Ohio,Cleveland,3232 Lakeside Ave East,1,7.0
2803,August 27 2018,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3.0
2804,August 26 2018,Florida,Jacksonville,2 Independent Dr,3,9.0
2806,August 25 2018,Tennessee,Nashville,1564 9th Ave N,1,4.0
2807,August 23 2018,Pennsylvania,Philadelphia,5800 block of Oakland St,0,4.0
2808,August 23 2018,Maryland,Baltimore,1700 block of Homestead St,0,4.0
2809,August 22 2018,Missouri,Saint Louis,I-64 and Jefferson Ave,0,4.0
2813,August 19 2018,Illinois,Chicago,7400 block of S Dante Ave,0,5.0
2814,August 18 2018,New York,Bronx,925 Allerton Ave,0,4.0
2816,August 15 2018,South Carolina,Greenwood,104 Mimosa Ct,0,5.0
2817,August 14 2018,Pennsylvania,Wyncote,1000 S Easton Rd,0,5.0
2820,August 11 2018,California,San Francisco,Geneva St and Mission St,1,4.0
2822,August 11 2018,Ohio,Columbus,1280 Summit St,0,4.0
2824,August 10 2018,Michigan,Detroit,6300 block of Vinewood St,0,4.0
2828,August 5 2018,Illinois,Chicago,1300 block of S Millard Ave,1,5.0
2829,August 5 2018,Illinois,Chicago,1300 block of W 76th St,0,8.0
2832,August 4 2018,Nevada,Las Vegas,3400 block of Coran Ln,0,6.0
2833,August 4 2018,Missouri,Kansas City,E 18th St and Highland Ave,0,6.0
2834,August 4 2018,Illinois,Chicago,1600 block of N Leclaire Ave,1,3.0
2835,August 4 2018,Wisconsin,Milwaukee,40th St and Vliet St,0,4.0
2837,July 30 2018,Georgia,Savannah,12328 Largo Dr,0,4.0
2839,July 29 2018,Pennsylvania,York,100 block of E Maple St,0,4.0
2840,July 29 2018,Arizona,Phoenix,2501 E Van Buren St,1,4.0
2841,July 29 2018,Michigan,Lansing,Spring and River Street,0,4.0
2842,July 28 2018,Louisiana,New Orleans,3400 S Claiborne Ave,3,7.0
2843,July 28 2018,California,Los Angeles,8801 S Vermont Ave,2,4.0
2847,July 26 2018,California,Oakland,73rd Ave and Bancroft Ave,2,2.0
2848,July 26 2018,Texas,Dallas,3019 South Blvd,0,6.0
2849,July 25 2018,Louisiana,New Orleans,7000 block of Bullard Ave,0,4.0
2851,July 21 2018,Maryland,Baltimore,1000 block of Dundalk Ave,0,4.0
2852,July 21 2018,Illinois,Chicago,3100 block of W Fulton St,2,5.0
2854,July 20 2018,New Jersey,Elizabeth,323 Irvington Ave,0,4.0
2855,July 18 2018,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4.0
2860,July 15 2018,Tennessee,Chattanooga,1400 Cowart St,0,5.0
2862,July 13 2018,Virginia,Richmond,1401 Roseneath Rd,1,3.0
2864,July 11 2018,Texas,Houston,9550 Bissonnet St,0,4.0
2866,July 9 2018,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4.0
2867,July 9 2018,Delaware,Wilmington,2709 Ferris Rd,5,0.0
2869,July 8 2018,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4.0
2870,July 7 2018,Alabama,Wetumpka,135 Granite Way,3,2.0
2871,July 5 2018,New York,Brooklyn,280 Herkimer St,0,4.0
2872,July 5 2018,New York,Albany,First St and Lexington Ave,0,4.0
2874,July 5 2018,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6.0
2876,July 4 2018,Georgia,Atlanta,5456 E Fayetteville Rd,1,3.0
2877,July 3 2018,Missouri,Saint Louis,1700 block of Billups Ave,1,5.0
2878,July 3 2018,District of Columbia,Washington,1700 block of Benning Rd NE,0,4.0
2881,June 30 2018,Maryland,Baltimore,4000 block of Penhurst Ave,0,6.0
2882,June 30 2018,Georgia,Ashburn,800 Block of W. Washington,1,6.0
2884,June 28 2018,Maryland,Annapolis,888 Bestgate Rd,5,0.0
2885,June 27 2018,California,Oakland,8901 MacArthur Boulevard,1,3.0
2886,June 27 2018,Texas,San Antonio,100 block of Holly Street,0,4.0
2887,June 27 2018,Connecticut,Hartford,124 Hillside Ave,0,4.0
2889,June 24 2018,North Carolina,Sanford,109 S Steele St,1,6.0
2890,June 24 2018,Florida,Punta Gorda,2450 Harbour Dr,0,4.0
2891,June 24 2018,Florida,Indiantown,17068 SW Palm Beach St,0,4.0
2892,June 24 2018,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3.0
2893,June 24 2018,Indiana,Gary,2500 block of Harrison Street,1,3.0
2894,June 24 2018,Ohio,Sandusky,1504 Milan Rd,0,5.0
2897,June 23 2018,Tennessee,Covington,319 N High St,0,4.0
2898,June 22 2018,Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3.0
2899,June 21 2018,California,San Bernardino,279 W Base Line,1,3.0
2900,June 21 2018,Louisiana,Morganza,Deaton Ln,0,4.0
2901,June 21 2018,Illinois,Chicago,6500 block of S Claremont Ave,0,4.0
2902,June 20 2018,California,Modesto,2300 block of West Hatch Road,0,5.0
2904,June 18 2018,Illinois,Bloomington,311 Riley Dr,3,1.0
2905,June 18 2018,Illinois,Chicago,1300 block of S Loomis St,2,3.0
2906,June 17 2018,North Carolina,Charlotte,3215 Queen City Dr,0,4.0
2908,June 17 2018,Georgia,Macon,325 Edgewood Ln,1,3.0
2909,June 17 2018,Illinois,Chicago,2200 block of S Sacramento Ave,0,4.0
2910,June 14 2018,California,Union City,32992 Mission Blvd,0,5.0
2911,June 14 2018,New York,Buffalo,Marigold Ave,1,4.0
2914,June 14 2018,Pennsylvania,Philadelphia,400 block of Penn St,0,4.0
2915,June 12 2018,New York,Bronx,W 166th St and  Summit Ave,0,4.0
2917,June 11 2018,Florida,Orlando,4932 Eaglesmere Dr,6,0.0
2918,June 10 2018,California,Valley Village,12719 Tiara St,0,6.0
2919,June 10 2018,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4.0
2920,June 10 2018,Illinois,Aurora,300 block of W Park Ave,0,7.0
2921,June 10 2018,Florida,Bradenton,5627 14th St W,1,5.0
2922,June 10 2018,Illinois,Chicago,6400 block of S Eberhart Ave,1,5.0
2924,June 9 2018,North Carolina,Kannapolis,1709 S Cannon Blvd,0,4.0
2926,June 9 2018,Pennsylvania,Philadelphia,2000 block of 20th St,1,4.0
2930,June 2 2018,Nebraska,Omaha,S 11th St and Farnam St,1,6.0
2933,May 27 2018,Louisiana,Shreveport,857 E Stoner Ave,0,4.0
2935,May 25 2018,Ohio,Cincinnati,1000 block of Ross Avenue,0,4.0
